ID,Original_FR,Conflict,Agent Conflict,Event Conflict,Input Conflict,Operation Conflict,Output Conflict,Restriction Conflict,No conflict
145,All users shall be able to zoom into images using the standard gestures on mobile devices.,The system shall restrict the zoom functionality on images to users who have verified professional accounts.,1,0,0,0,0,0,0
146,All users shall be able to zoom into images using the standard gestures on mobile devices.,"If the user is in the accessibility mode, the system shall ignore all standard touch gestures and rely exclusively on the on-screen zoom buttons.",0,0,1,0,0,0,0
147,All users should be able to go back to the product category page via the back button in the top corner.,The system shall restrict the visibility of the product category page's back button to users with an "Admin" or "Editor" role.,1,0,0,0,0,0,0
148,All users should be able to go back to the product category page via the back button in the top corner.,The system must restrict the use of the back button on the product category page to a maximum of three times per user session.,0,0,0,0,0,1,0
149,"All users should be able to navigate using the sub navigation icons to access the Catalogue PDF, 360 videos, and to contact a rep representative","When the user's account type is ""guest"", the sub navigation icons for the Catalogue PDF and 360 videos shall be hidden.",0,0,0,0,1,1,0
150,All users should be able to search by keyword or product ID.,The system shall restrict the search by keyword or product ID functionality to users with the MERCHANT or ADMIN role.,1,0,0,0,0,0,0
151,All users should be able to search by keyword or product ID.,"The system shall require users to search by product ID only, with keyword search being disabled during peak load hours to maintain performance.",0,0,1,0,0,0,0
152,All users should be able to search by keyword or product ID.,"If the advanced search mode is enabled, the system shall require a user-entered product ID and ignore any keyword input.",0,0,1,0,0,0,0
153,All users should be able to search by keyword or product ID.,"When a user performs a search by keyword or product ID, the system must display the results in a monochrome grey-scale scheme.",0,0,0,0,0,0,1
154,All Users will be able to view the next product by swiping left to right .,The system shall restrict the 'swipe to view next product' feature to users who have a verified Premium account.,1,0,0,0,0,0,0
155,"An error during this process means there was a problem parsing the sentence and creating the generic question. In this case, return a message such as ??®¶a????°„Sorry, I didn??®¶a??a??®¶t understand that.??®¶a????","When an error occurs during the process of parsing a sentence and creating the generic question, the system must not return any message to the user.",0,0,0,0,1,0,0
156,An error message alerts when an invalid patient is entered.,"If the patient lookup function is invoked, the THEMAS system shall accept any alphanumeric string entered into the patient ID field, proceed to the next screen without validation, and log the entry for billing purposes.",0,0,1,0,0,0,0
157,An IPTV media flow shall be terminated by a STB or by a specific device called "media gateway" (or "application gateway"). The CNG shall not terminate any IPTV flow by itself.,"The system shall allow the CNG to terminate specific, low-priority IPTV flows for local caching and offline playback.",1,0,0,0,0,0,0
